FileName,InvertedFlag,EmotionType
./S1/E2/SHINEd_happy_00024.jpg,0,1
./S1/E2/SHINEd_fear_00024.jpg,0,2
./S1/E2/SHINEd_neutral_00023.jpg,0,4
./S1/E2/SHINEd_neutral_00019.jpg,0,4
./S1/E2/SHINEd_anger_00019.jpg,0,3
./S1/E2/SHINEd_anger_00026.jpg,0,3
./S1/E2/SHINEd_anger_00032.jpg,0,3
./S1/E2/SHINEd_happy_00021.jpg,0,1
./S1/E2/SHINEd_anger_00025.jpg,0,3
./S1/E2/SHINEd_neutral_00026.jpg,0,4
./S1/E2/SHINEd_fear_00017.jpg,0,2
./S1/E2/SHINEd_happy_00028.jpg,0,1
./S1/E2/SHINEd_anger_00023.jpg,0,3
./S1/E2/SHINEd_anger_00030.jpg,0,3
./S1/E2/SHINEd_happy_00030.jpg,0,1
./S1/E2/SHINEd_fear_00027.jpg,0,2
./S1/E2/SHINEd_happy_00031.jpg,0,1
./S1/E2/SHINEd_anger_00029.jpg,0,3
./S1/E2/SHINEd_happy_00029.jpg,0,1
./S1/E2/SHINEd_fear_00029.jpg,0,2
./S1/E2/SHINEd_neutral_00021.jpg,0,4
./S1/E2/SHINEd_fear_00022.jpg,0,2
./S1/E2/SHINEd_anger_00018.jpg,0,3
./S1/E2/SHINEd_anger_00020.jpg,0,3
./S1/E2/SHINEd_anger_00031.jpg,0,3
./S1/E2/SHINEd_happy_00027.jpg,0,1
./S1/E2/SHINEd_neutral_00029.jpg,0,4
./S1/E2/SHINEd_happy_00020.jpg,0,1
./S1/E2/SHINEd_fear_00026.jpg,0,2
./S1/E2/SHINEd_happy_00023.jpg,0,1
./S1/E2/SHINEd_fear_00032.jpg,0,2
./S1/E2/SHINEd_neutral_00032.jpg,0,4
./S1/E2/SHINEd_fear_00018.jpg,0,2
./S1/E2/SHINEd_happy_00017.jpg,0,1
./S1/E2/SHINEd_neutral_00030.jpg,0,4
./S1/E2/SHINEd_fear_00030.jpg,0,2
./S1/E2/SHINEd_neutral_00020.jpg,0,4
./S1/E2/SHINEd_neutral_00022.jpg,0,4
./S1/E2/SHINEd_happy_00026.jpg,0,1
./S1/E2/SHINEd_anger_00024.jpg,0,3
./S1/E2/SHINEd_happy_00025.jpg,0,1
./S1/E2/SHINEd_fear_00031.jpg,0,2
./S1/E2/SHINEd_neutral_00027.jpg,0,4
./S1/E2/SHINEd_anger_00017.jpg,0,3
./S1/E2/SHINEd_fear_00025.jpg,0,2
./S1/E2/SHINEd_neutral_00018.jpg,0,4
./S1/E2/SHINEd_fear_00021.jpg,0,2
./S1/E2/SHINEd_anger_00021.jpg,0,3
./S1/E2/SHINEd_neutral_00017.jpg,0,4
./S1/E2/SHINEd_fear_00019.jpg,0,2
./S1/E2/SHINEd_anger_00028.jpg,0,3
./S1/E2/SHINEd_neutral_00024.jpg,0,4
./S1/E2/SHINEd_neutral_00028.jpg,0,4
./S1/E2/SHINEd_fear_00020.jpg,0,2
./S1/E2/SHINEd_happy_00022.jpg,0,1
./S1/E2/SHINEd_anger_00022.jpg,0,3
./S1/E2/SHINEd_happy_00018.jpg,0,1
./S1/E2/SHINEd_fear_00028.jpg,0,2
./S1/E2/SHINEd_fear_00023.jpg,0,2
./S1/E2/SHINEd_neutral_00025.jpg,0,4
./S1/E2/SHINEd_happy_00032.jpg,0,1
./S1/E2/SHINEd_neutral_00031.jpg,0,4
./S1/E2/SHINEd_anger_00027.jpg,0,3
./S1/E2/SHINEd_happy_00019.jpg,0,1
./S1/E2/SHINEd_happy_00024.jpg,1,1
./S1/E2/SHINEd_fear_00024.jpg,1,2
./S1/E2/SHINEd_neutral_00023.jpg,1,4
./S1/E2/SHINEd_neutral_00019.jpg,1,4
./S1/E2/SHINEd_anger_00019.jpg,1,3
./S1/E2/SHINEd_anger_00026.jpg,1,3
./S1/E2/SHINEd_anger_00032.jpg,1,3
./S1/E2/SHINEd_happy_00021.jpg,1,1
./S1/E2/SHINEd_anger_00025.jpg,1,3
./S1/E2/SHINEd_neutral_00026.jpg,1,4
./S1/E2/SHINEd_fear_00017.jpg,1,2
./S1/E2/SHINEd_happy_00028.jpg,1,1
./S1/E2/SHINEd_anger_00023.jpg,1,3
./S1/E2/SHINEd_anger_00030.jpg,1,3
./S1/E2/SHINEd_happy_00030.jpg,1,1
./S1/E2/SHINEd_fear_00027.jpg,1,2
./S1/E2/SHINEd_happy_00031.jpg,1,1
./S1/E2/SHINEd_anger_00029.jpg,1,3
./S1/E2/SHINEd_happy_00029.jpg,1,1
./S1/E2/SHINEd_fear_00029.jpg,1,2
./S1/E2/SHINEd_neutral_00021.jpg,1,4
./S1/E2/SHINEd_fear_00022.jpg,1,2
./S1/E2/SHINEd_anger_00018.jpg,1,3
./S1/E2/SHINEd_anger_00020.jpg,1,3
./S1/E2/SHINEd_anger_00031.jpg,1,3
./S1/E2/SHINEd_happy_00027.jpg,1,1
./S1/E2/SHINEd_neutral_00029.jpg,1,4
./S1/E2/SHINEd_happy_00020.jpg,1,1
./S1/E2/SHINEd_fear_00026.jpg,1,2
./S1/E2/SHINEd_happy_00023.jpg,1,1
./S1/E2/SHINEd_fear_00032.jpg,1,2
./S1/E2/SHINEd_neutral_00032.jpg,1,4
./S1/E2/SHINEd_fear_00018.jpg,1,2
./S1/E2/SHINEd_happy_00017.jpg,1,1
./S1/E2/SHINEd_neutral_00030.jpg,1,4
./S1/E2/SHINEd_fear_00030.jpg,1,2
./S1/E2/SHINEd_neutral_00020.jpg,1,4
./S1/E2/SHINEd_neutral_00022.jpg,1,4
./S1/E2/SHINEd_happy_00026.jpg,1,1
./S1/E2/SHINEd_anger_00024.jpg,1,3
./S1/E2/SHINEd_happy_00025.jpg,1,1
./S1/E2/SHINEd_fear_00031.jpg,1,2
./S1/E2/SHINEd_neutral_00027.jpg,1,4
./S1/E2/SHINEd_anger_00017.jpg,1,3
./S1/E2/SHINEd_fear_00025.jpg,1,2
./S1/E2/SHINEd_neutral_00018.jpg,1,4
./S1/E2/SHINEd_fear_00021.jpg,1,2
./S1/E2/SHINEd_anger_00021.jpg,1,3
./S1/E2/SHINEd_neutral_00017.jpg,1,4
./S1/E2/SHINEd_fear_00019.jpg,1,2
./S1/E2/SHINEd_anger_00028.jpg,1,3
./S1/E2/SHINEd_neutral_00024.jpg,1,4
./S1/E2/SHINEd_neutral_00028.jpg,1,4
./S1/E2/SHINEd_fear_00020.jpg,1,2
./S1/E2/SHINEd_happy_00022.jpg,1,1
./S1/E2/SHINEd_anger_00022.jpg,1,3
./S1/E2/SHINEd_happy_00018.jpg,1,1
./S1/E2/SHINEd_fear_00028.jpg,1,2
./S1/E2/SHINEd_fear_00023.jpg,1,2
./S1/E2/SHINEd_neutral_00025.jpg,1,4
./S1/E2/SHINEd_happy_00032.jpg,1,1
./S1/E2/SHINEd_neutral_00031.jpg,1,4
./S1/E2/SHINEd_anger_00027.jpg,1,3
./S1/E2/SHINEd_happy_00019.jpg,1,1
