FileName,InvertedFlag,EmotionType
./S1/E1/SHINEd_fear_00006.jpg,0,2
./S1/E1/SHINEd_anger_00005.jpg,0,3
./S1/E1/SHINEd_anger_00007.jpg,0,3
./S1/E1/SHINEd_happy_00016.jpg,0,1
./S1/E1/SHINEd_happy_00008.jpg,0,1
./S1/E1/SHINEd_happy_00013.jpg,0,1
./S1/E1/SHINEd_neutral_00003.jpg,0,4
./S1/E1/SHINEd_happy_00006.jpg,0,1
./S1/E1/SHINEd_anger_00013.jpg,0,3
./S1/E1/SHINEd_anger_00008.jpg,0,3
./S1/E1/SHINEd_anger_00003.jpg,0,3
./S1/E1/SHINEd_anger_00014.jpg,0,3
./S1/E1/SHINEd_neutral_00004.jpg,0,4
./S1/E1/SHINEd_fear_00003.jpg,0,2
./S1/E1/SHINEd_neutral_00005.jpg,0,4
./S1/E1/SHINEd_happy_00005.jpg,0,1
./S1/E1/SHINEd_neutral_00010.jpg,0,4
./S1/E1/SHINEd_neutral_00007.jpg,0,4
./S1/E1/SHINEd_anger_00015.jpg,0,3
./S1/E1/SHINEd_happy_00012.jpg,0,1
./S1/E1/SHINEd_happy_00015.jpg,0,1
./S1/E1/SHINEd_fear_00008.jpg,0,2
./S1/E1/SHINEd_happy_00003.jpg,0,1
./S1/E1/SHINEd_happy_00011.jpg,0,1
./S1/E1/SHINEd_fear_00010.jpg,0,2
./S1/E1/SHINEd_fear_00004.jpg,0,2
./S1/E1/SHINEd_fear_00014.jpg,0,2
./S1/E1/SHINEd_neutral_00008.jpg,0,4
./S1/E1/SHINEd_neutral_00006.jpg,0,4
./S1/E1/SHINEd_neutral_00014.jpg,0,4
./S1/E1/SHINEd_anger_00011.jpg,0,3
./S1/E1/SHINEd_anger_00012.jpg,0,3
./S1/E1/SHINEd_happy_00002.jpg,0,1
./S1/E1/SHINEd_anger_00016.jpg,0,3
./S1/E1/SHINEd_neutral_00009.jpg,0,4
./S1/E1/SHINEd_anger_00002.jpg,0,3
./S1/E1/SHINEd_happy_00014.jpg,0,1
./S1/E1/SHINEd_happy_00009.jpg,0,1
./S1/E1/SHINEd_anger_00001.jpg,0,3
./S1/E1/SHINEd_neutral_00013.jpg,0,4
./S1/E1/SHINEd_neutral_00015.jpg,0,4
./S1/E1/SHINEd_happy_00010.jpg,0,1
./S1/E1/SHINEd_anger_00009.jpg,0,3
./S1/E1/SHINEd_fear_00009.jpg,0,2
./S1/E1/SHINEd_anger_00004.jpg,0,3
./S1/E1/SHINEd_fear_00015.jpg,0,2
./S1/E1/SHINEd_fear_00005.jpg,0,2
./S1/E1/SHINEd_fear_00007.jpg,0,2
./S1/E1/SHINEd_fear_00001.jpg,0,2
./S1/E1/SHINEd_fear_00012.jpg,0,2
./S1/E1/SHINEd_happy_00004.jpg,0,1
./S1/E1/SHINEd_neutral_00011.jpg,0,4
./S1/E1/SHINEd_fear_00011.jpg,0,2
./S1/E1/SHINEd_neutral_00002.jpg,0,4
./S1/E1/SHINEd_happy_00007.jpg,0,1
./S1/E1/SHINEd_fear_00013.jpg,0,2
./S1/E1/SHINEd_happy_00001.jpg,0,1
./S1/E1/SHINEd_neutral_00016.jpg,0,4
./S1/E1/SHINEd_neutral_00012.jpg,0,4
./S1/E1/SHINEd_anger_00006.jpg,0,3
./S1/E1/SHINEd_fear_00016.jpg,0,2
./S1/E1/SHINEd_fear_00002.jpg,0,2
./S1/E1/SHINEd_neutral_00001.jpg,0,4
./S1/E1/SHINEd_anger_00010.jpg,0,3
./S1/E1/SHINEd_fear_00006.jpg,1,2
./S1/E1/SHINEd_anger_00005.jpg,1,3
./S1/E1/SHINEd_anger_00007.jpg,1,3
./S1/E1/SHINEd_happy_00016.jpg,1,1
./S1/E1/SHINEd_happy_00008.jpg,1,1
./S1/E1/SHINEd_happy_00013.jpg,1,1
./S1/E1/SHINEd_neutral_00003.jpg,1,4
./S1/E1/SHINEd_happy_00006.jpg,1,1
./S1/E1/SHINEd_anger_00013.jpg,1,3
./S1/E1/SHINEd_anger_00008.jpg,1,3
./S1/E1/SHINEd_anger_00003.jpg,1,3
./S1/E1/SHINEd_anger_00014.jpg,1,3
./S1/E1/SHINEd_neutral_00004.jpg,1,4
./S1/E1/SHINEd_fear_00003.jpg,1,2
./S1/E1/SHINEd_neutral_00005.jpg,1,4
./S1/E1/SHINEd_happy_00005.jpg,1,1
./S1/E1/SHINEd_neutral_00010.jpg,1,4
./S1/E1/SHINEd_neutral_00007.jpg,1,4
./S1/E1/SHINEd_anger_00015.jpg,1,3
./S1/E1/SHINEd_happy_00012.jpg,1,1
./S1/E1/SHINEd_happy_00015.jpg,1,1
./S1/E1/SHINEd_fear_00008.jpg,1,2
./S1/E1/SHINEd_happy_00003.jpg,1,1
./S1/E1/SHINEd_happy_00011.jpg,1,1
./S1/E1/SHINEd_fear_00010.jpg,1,2
./S1/E1/SHINEd_fear_00004.jpg,1,2
./S1/E1/SHINEd_fear_00014.jpg,1,2
./S1/E1/SHINEd_neutral_00008.jpg,1,4
./S1/E1/SHINEd_neutral_00006.jpg,1,4
./S1/E1/SHINEd_neutral_00014.jpg,1,4
./S1/E1/SHINEd_anger_00011.jpg,1,3
./S1/E1/SHINEd_anger_00012.jpg,1,3
./S1/E1/SHINEd_happy_00002.jpg,1,1
./S1/E1/SHINEd_anger_00016.jpg,1,3
./S1/E1/SHINEd_neutral_00009.jpg,1,4
